Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|Our|, |2|, |0|, |2|, |0|, |4|
|steep|, |1|, |1|, |1|, |1|, |4|
|absolutely|, |1|, |1|, |1|, |1|, |4|
|dark|, |1|, |1|, |1|, |1|, |4|
|reconnoitre|, |1|, |1|, |0|, |0|, |2|
|dingy,|, |0|, |0|, |0|, |1|, |1|
|shape|, |1|, |1|, |1|, |1|, |4|
|lids.|, |0|, |0|, |1|, |0|, |1|
|security.|, |0|, |0|, |1|, |1|, |2|
|took|, |14|, |7|, |14|, |7|, |42|
|foreknown|, |1|, |0|, |1|, |0|, |2|
|travel.|, |0|, |0|, |1|, |0|, |1|
|balconies|, |1|, |1|, |1|, |0|, |3|
|her:|, |0|, |0|, |2|, |0|, |2|
|Havre?"|, |0|, |0|, |1|, |1|, |2|
|but--I|, |0|, |0|, |0|, |1|, |1|
|heroic|, |0|, |1|, |0|, |1|, |2|
|fingers|, |1|, |1|, |0|, |0|, |2|
|answering|, |2|, |2|, |1|, |1|, |6|
|people|, |2|, |2|, |2|, |2|, |8|
|amazing|, |1|, |0|, |0|, |0|, |1|
|dissolve|, |1|, |0|, |1|, |0|, |2|
|_Partie_|, |1|, |1|, |0|, |0|, |2|
|"Where|, |0|, |0|, |1|, |1|, |2|
|gleefully.|, |0|, |0|, |1|, |1|, |2|
|remarked,|, |0|, |0|, |0|, |1|, |1|
|fairy-tale."|, |0|, |0|, |1|, |0|, |1|
|figure|, |2|, |3|, |2|, |2|, |9|
|sister|, |2|, |4|, |1|, |2|, |9|
|describe|, |1|, |1|, |1|, |1|, |4|
|leaves,|, |0|, |0|, |1|, |1|, |2|
|patching|, |1|, |0|, |1|, |0|, |2|
|comes|, |2|, |3|, |2|, |3|, |10|
|evidently,|, |0|, |0|, |1|, |1|, |2|
|picturesqueness'|, |0|, |0|, |0|, |1|, |1|
|you|, |131|, |110|, |87|, |89|, |417|
|cafes-concerts?|, |0|, |0|, |1|, |0|, |1|
|conscious|, |4|, |2|, |4|, |2|, |12|
|behind;|, |0|, |0|, |1|, |1|, |2|
|ALL|, |2|, |0|, |2|, |0|, |4|
|delicately|, |1|, |2|, |1|, |2|, |6|
|French?"|, |0|, |0|, |2|, |1|, |3|
|'people,'|, |0|, |0|, |1|, |0|, |1|
|appeals|, |1|, |0|, |1|, |0|, |2|
|press|, |1|, |0|, |1|, |0|, |2|
|wailed.|, |0|, |0|, |1|, |0|, |1|
|contrary,|, |0|, |0|, |0|, |1|, |1|
|occur.|, |0|, |0|, |1|, |0|, |1|
|cognac|, |0|, |2|, |0|, |0|, |2|
|heavens!"|, |0|, |0|, |0|, |1|, |1|
|landlady|, |5|, |5|, |3|, |1|, |14|
|grass|, |3|, |3|, |1|, |2|, |9|
|under|, |4|, |4|, |4|, |4|, |16|
|solemnity|, |1|, |0|, |0|, |0|, |1|
|Some|, |1|, |1|, |0|, |0|, |2|
|himself.|, |0|, |0|, |2|, |2|, |4|
|descriptions|, |1|, |1|, |1|, |1|, |4|
|before|, |17|, |18|, |13|, |10|, |58|
|distress,"|, |0|, |0|, |0|, |1|, |1|
|duly|, |1|, |0|, |1|, |0|, |2|
|boy|, |1|, |1|, |1|, |1|, |4|
|(290)|, |0|, |0|, |1|, |0|, |1|
|it|, |142|, |115|, |86|, |78|, |421|
|harbour|, |1|, |0|, |0|, |0|, |1|
|close|, |1|, |3|, |1|, |3|, |8|
|thirteen|, |1|, |1|, |1|, |1|, |4|
|express|, |1|, |0|, |1|, |0|, |2|
|moved|, |5|, |2|, |5|, |2|, |14|
|himself|, |7|, |6|, |3|, |2|, |18|
|elegant|, |1|, |0|, |1|, |0|, |2|
|tongue|, |0|, |1|, |0|, |0|, |1|
|Mixter."|, |0|, |0|, |1|, |1|, |2|
|teach|, |1|, |0|, |0|, |0|, |1|
|do,|, |0|, |0|, |1|, |1|, |2|
|awkward.|, |0|, |0|, |0|, |1|, |1|
|apparently,|, |0|, |0|, |0|, |1|, |1|
|pretty,|, |0|, |0|, |0|, |1|, |1|
|silently|, |0|, |1|, |0|, |1|, |2|
|prepared.|, |0|, |0|, |1|, |0|, |1|
|designated.|, |0|, |0|, |1|, |0|, |1|
|scarce|, |2|, |0|, |1|, |0|, |3|
|puzzled|, |1|, |1|, |1|, |1|, |4|
|fascination--the|, |0|, |0|, |1|, |0|, |1|
|have|, |46|, |60|, |45|, |59|, |210|
|strikingly|, |1|, |1|, |1|, |1|, |4|
|pretend.|, |0|, |0|, |1|, |0|, |1|
|dame."|, |0|, |0|, |1|, |0|, |1|
|company|, |2|, |1|, |0|, |0|, |3|
|intoxicated|, |0|, |1|, |0|, |1|, |2|
|acquaintance|, |2|, |2|, |2|, |2|, |8|
|strange-coloured|, |1|, |0|, |1|, |0|, |2|
|saved|, |2|, |0|, |2|, |0|, |4|
|objects|, |1|, |0|, |0|, |0|, |1|
|men."|, |0|, |0|, |1|, |1|, |2|
|eh?"|, |0|, |0|, |0|, |2|, |2|
|goodness,|, |0|, |0|, |1|, |0|, |1|
|forget|, |1|, |0|, |1|, |0|, |2|
|haste|, |1|, |0|, |0|, |0|, |1|
|that.|, |0|, |0|, |3|, |1|, |4|
|you'd|, |0|, |0|, |2|, |0|, |2|
|inside,|, |0|, |0|, |1|, |1|, |2|
|cap|, |3|, |3|, |2|, |1|, |9|
|manger_|, |0|, |1|, |0|, |0|, |1|
|Spencer,|, |0|, |0|, |5|, |6|, |11|
|about:|, |0|, |0|, |1|, |0|, |1|
|_very_|, |0|, |1|, |0|, |1|, |2|
|awhile|, |0|, |1|, |0|, |0|, |1|
|sure.|, |0|, |0|, |0|, |1|, |1|
|285|, |1|, |0|, |0|, |0|, |1|
|steep-roofed|, |1|, |1|, |1|, |0|, |3|
|said;|, |0|, |0|, |2|, |2|, |4|
|brother-in-law.|, |0|, |0|, |1|, |2|, |3|
|deal."|, |0|, |0|, |1|, |1|, |2|
|away."|, |0|, |0|, |0|, |1|, |1|
|assented,|, |0|, |0|, |1|, |1|, |2|
|fan.|, |0|, |0|, |1|, |1|, |2|
|effort|, |2|, |1|, |1|, |0|, |4|
|sits|, |1|, |1|, |1|, |1|, |4|
|belle|, |1|, |1|, |1|, |1|, |4|
|Adonis|, |0|, |1|, |0|, |1|, |2|
|(280)|, |0|, |0|, |1|, |0|, |1|
|bourgeoise,|, |0|, |0|, |1|, |0|, |1|
|pride.|, |0|, |0|, |1|, |0|, |1|
|that|, |122|, |118|, |95|, |101|, |436|
|precision,|, |0|, |0|, |0|, |1|, |1|
|exuberant.|, |0|, |0|, |1|, |0|, |1|
|agreable_|, |2|, |0|, |0|, |0|, |2|
|agreeable|, |1|, |3|, |1|, |3|, |8|
|same|, |5|, |4|, |3|, |2|, |14|
|everything|, |10|, |7|, |5|, |2|, |24|
|words.|, |0|, |0|, |1|, |1|, |2|
|sees|, |0|, |1|, |0|, |1|, |2|
|know--but|, |0|, |0|, |1|, |0|, |1|
|plump,|, |0|, |0|, |0|, |1|, |1|
|utterly|, |1|, |1|, |1|, |1|, |4|
|sporting|, |1|, |0|, |1|, |0|, |2|
|meet|, |6|, |5|, |6|, |5|, |22|
|decided|, |1|, |0|, |0|, |0|, |1|
|heroically|, |1|, |0|, |1|, |0|, |2|
|well?"|, |0|, |0|, |1|, |0|, |1|
|death;|, |0|, |0|, |0|, |1|, |1|
|horse's|, |0|, |0|, |1|, |1|, |2|
|tree|, |2|, |2|, |0|, |0|, |4|
|moment|, |22|, |30|, |17|, |16|, |85|
|absinthe;|, |0|, |0|, |1|, |1|, |2|
|melted|, |1|, |1|, |1|, |1|, |4|
|go,|, |0|, |0|, |2|, |1|, |3|
|Spezia,|, |0|, |0|, |1|, |1|, |2|
|towers|, |1|, |1|, |1|, |1|, |4|
|identity.|, |0|, |0|, |1|, |0|, |1|
|congratulate|, |1|, |1|, |1|, |1|, |4|
|identified,|, |0|, |0|, |1|, |1|, |2|
|refused|, |1|, |0|, |1|, |0|, |2|
|They|, |9|, |8|, |4|, |4|, |25|
|quince-tree|, |1|, |2|, |0|, |0|, |3|
|retreated."|, |0|, |0|, |1|, |0|, |1|
|France--that|, |0|, |0|, |1|, |0|, |1|
|)|, |48|, |4|, |0|, |0|, |52|
|pushed|, |2|, |2|, |2|, |2|, |8|
|rapid|, |1|, |1|, |0|, |0|, |2|
|died|, |1|, |1|, |1|, |1|, |4|
|inches|, |1|, |0|, |1|, |0|, |2|
|love,|, |0|, |0|, |1|, |0|, |1|
|last,|, |0|, |0|, |1|, |1|, |2|
|letter|, |3|, |3|, |1|, |1|, |8|
|tea-party."|, |0|, |0|, |1|, |1|, |2|
|IS,"|, |0|, |0|, |1|, |0|, |1|
|imagination.|, |0|, |0|, |1|, |1|, |2|
|wo|, |4|, |2|, |0|, |0|, |6|
|bright,|, |0|, |0|, |2|, |0|, |2|
|engravings,|, |0|, |0|, |1|, |1|, |2|
|allow|, |1|, |0|, |1|, |0|, |2|
|bewilderment|, |1|, |0|, |0|, |0|, |1|
|fear|, |3|, |0|, |1|, |0|, |4|
|on.|, |0|, |0|, |4|, |2|, |6|
|caught|, |4|, |2|, |3|, |2|, |11|
|added|, |10|, |9|, |5|, |0|, |24|
|shall|, |7|, |12|, |7|, |12|, |38|
|abruptly|, |1|, |1|, |1|, |1|, |4|
|stone|, |2|, |2|, |2|, |2|, |8|
|HIM,|, |0|, |0|, |1|, |0|, |1|
|Oh,|, |0|, |0|, |0|, |1|, |1|
|madam."|, |0|, |0|, |0|, |1|, |1|
|day,|, |0|, |0|, |1|, |3|, |4|
|decouverte_!"|, |0|, |0|, |1|, |0|, |1|
|French--or|, |0|, |0|, |1|, |0|, |1|
|_grande|, |1|, |0|, |1|, |0|, |2|
|interesting|, |4|, |1|, |2|, |0|, |7|
|remind|, |2|, |2|, |2|, |2|, |8|
|away;|, |0|, |0|, |0|, |1|, |1|
|demurred|, |1|, |0|, |1|, |0|, |2|
|instructress|, |1|, |0|, |1|, |0|, |2|
|"Her|, |0|, |0|, |0|, |1|, |1|
|tray|, |1|, |1|, |0|, |0|, |2|
|price|, |1|, |0|, |0|, |0|, |1|
|figured|, |1|, |0|, |1|, |0|, |2|
|badinage|, |0|, |1|, |0|, |0|, |1|
|art."|, |0|, |0|, |1|, |1|, |2|
|New|, |2|, |2|, |2|, |2|, |8|
|blushing|, |3|, |3|, |1|, |1|, |8|
|"Who|, |0|, |0|, |3|, |3|, |6|
|nose|, |3|, |3|, |3|, |2|, |11|
|kind.|, |0|, |0|, |2|, |1|, |3|
|300|, |1|, |0|, |0|, |0|, |1|
|real|, |2|, |0|, |2|, |0|, |4|
|experience,|, |0|, |0|, |0|, |1|, |1|
|des|, |3|, |1|, |3|, |1|, |8|
|softly.|, |0|, |0|, |1|, |2|, |3|
|experience!|, |0|, |0|, |0|, |1|, |1|
|after|, |14|, |14|, |14|, |14|, |56|
|smiled.|, |0|, |0|, |1|, |0|, |1|
|worse,"|, |0|, |0|, |1|, |0|, |1|
|ray|, |1|, |0|, |1|, |0|, |2|
|store|, |1|, |1|, |1|, |1|, |4|
|elatedly|, |1|, |0|, |1|, |0|, |2|
|(284)|, |0|, |0|, |1|, |0|, |1|
|us,--peculiarities|, |0|, |0|, |0|, |1|, |1|
|gently.|, |0|, |0|, |0|, |1|, |1|
|miraculous|, |1|, |0|, |0|, |0|, |1|
|partook|, |1|, |0|, |0|, |0|, |1|
|fluttered|, |2|, |2|, |1|, |1|, |6|
|sir|, |3|, |3|, |0|, |0|, |6|
|Avignon|, |2|, |2|, |1|, |1|, |6|
|claim.|, |0|, |0|, |1|, |0|, |1|
|up|, |34|, |24|, |22|, |16|, |96|
|reconsidered.|, |0|, |0|, |1|, |0|, |1|
|281|, |1|, |0|, |0|, |0|, |1|
|purpose|, |3|, |3|, |2|, |2|, |10|
|maintained|, |1|, |0|, |1|, |0|, |2|
|collar|, |1|, |0|, |1|, |0|, |2|
|dame|, |1|, |0|, |0|, |0|, |1|
|rapid.|, |0|, |0|, |1|, |1|, |2|
|"Ever|, |0|, |0|, |1|, |0|, |1|
|ciel_--at|, |0|, |0|, |1|, |0|, |1|
|in,|, |0|, |0|, |1|, |1|, |2|
|wonderful."|, |0|, |0|, |0|, |1|, |1|
|Europe,|, |0|, |0|, |0|, |3|, |3|
|"Alcibiade!|, |0|, |0|, |0|, |1|, |1|
|assented|, |1|, |1|, |0|, |0|, |2|
|unlike|, |1|, |0|, |1|, |0|, |2|
|says--and|, |0|, |0|, |1|, |0|, |1|
|everything."|, |0|, |0|, |1|, |0|, |1|
|which--in|, |0|, |0|, |1|, |0|, |1|
|Experience|, |0|, |1|, |0|, |1|, |2|
|sun|, |1|, |1|, |1|, |1|, |4|
|sir,"|, |0|, |0|, |2|, |2|, |4|
|exhausted|, |1|, |1|, |1|, |1|, |4|
|scoundrel|, |1|, |0|, |1|, |0|, |2|
|absently,|, |0|, |0|, |1|, |1|, |2|
|chin;|, |0|, |0|, |1|, |0|, |1|
|waved|, |1|, |1|, |1|, |1|, |4|
|paper|, |1|, |1|, |1|, |1|, |4|
|desert--deprived|, |0|, |0|, |1|, |0|, |1|
|"up|, |0|, |0|, |1|, |1|, |2|
|(295)|, |0|, |0|, |1|, |0|, |1|
|husband's|, |0|, |0|, |1|, |1|, |2|
|laugh|, |2|, |4|, |1|, |1|, |8|
|Comtesse.|, |0|, |0|, |1|, |0|, |1|
|notice|, |2|, |2|, |2|, |2|, |8|
|woefully|, |1|, |0|, |1|, |0|, |2|
|morsel|, |1|, |1|, |1|, |1|, |4|
|land-legs.|, |0|, |0|, |1|, |0|, |1|
|bright--as|, |0|, |0|, |1|, |0|, |1|
|salient|, |1|, |0|, |1|, |0|, |2|
|quite|, |14|, |3|, |14|, |3|, |34|
|bare|, |2|, |2|, |2|, |2|, |8|
|revelation|, |2|, |0|, |1|, |0|, |3|
|favoured|, |1|, |0|, |1|, |0|, |2|
|wants|, |2|, |2|, |2|, |2|, |8|
|swagger--and|, |0|, |0|, |1|, |0|, |1|
|Composes|, |1|, |1|, |0|, |0|, |2|
|thirst-fever.|, |0|, |0|, |1|, |0|, |1|
|gentleman|, |5|, |2|, |5|, |2|, |14|
|glance,|, |0|, |0|, |0|, |1|, |1|
|tongue.|, |0|, |0|, |0|, |1|, |1|
|(291)|, |0|, |0|, |1|, |0|, |1|
|available."|, |0|, |0|, |1|, |0|, |1|
|off--I|, |0|, |0|, |1|, |0|, |1|
|_sans|, |1|, |0|, |1|, |0|, |2|
|interruption!"|, |0|, |0|, |0|, |1|, |1|
|stripped.|, |0|, |0|, |1|, |0|, |1|
|wrong|, |1|, |0|, |0|, |0|, |1|
|about,|, |0|, |0|, |2|, |1|, |3|
|had."|, |0|, |0|, |1|, |1|, |2|
|senses|, |1|, |0|, |0|, |0|, |1|
|strained|, |1|, |0|, |1|, |0|, |2|
|season|, |1|, |1|, |0|, |0|, |2|
|deep|, |1|, |1|, |1|, |1|, |4|
|companion,|, |0|, |0|, |2|, |1|, |3|
|gently,|, |0|, |0|, |1|, |0|, |1|
|companion.|, |0|, |0|, |0|, |1|, |1|
|abundance|, |1|, |1|, |0|, |0|, |2|
|gaily|, |1|, |0|, |0|, |0|, |1|
|bettered|, |1|, |0|, |1|, |0|, |2|
|shouldn't|, |0|, |0|, |1|, |1|, |2|
|crying|, |1|, |1|, |0|, |0|, |2|
|fingers'|, |0|, |0|, |1|, |1|, |2|
|spoke,|, |0|, |0|, |1|, |0|, |1|
|unfinished|, |1|, |1|, |1|, |1|, |4|
|face,|, |0|, |0|, |2|, |2|, |4|
|"À|, |0|, |0|, |0|, |1|, |1|
|fortune|, |0|, |1|, |0|, |0|, |1|
|Byron;|, |0|, |0|, |0|, |1|, |1|
|push|, |2|, |1|, |2|, |1|, |6|
|bored|, |1|, |2|, |0|, |0|, |3|
|awful|, |1|, |0|, |1|, |0|, |2|
|excuse|, |1|, |1|, |1|, |1|, |4|
|(305)|, |0|, |0|, |1|, |0|, |1|
|accomplishments,|, |0|, |0|, |1|, |0|, |1|
|blushing.|, |0|, |0|, |2|, |2|, |4|
|You've|, |0|, |0|, |2|, |0|, |2|
|Bonaparte|, |1|, |1|, |0|, |0|, |2|
|signified|, |0|, |2|, |0|, |1|, |3|
|minister|, |6|, |5|, |1|, |0|, |12|
|opposite.|, |0|, |0|, |1|, |0|, |1|
|know.|, |0|, |0|, |1|, |1|, |2|
|inconsequent|, |1|, |1|, |1|, |1|, |4|
|could,|, |0|, |0|, |1|, |0|, |1|
|Oh|, |19|, |17|, |1|, |0|, |37|
|_La|, |1|, |1|, |0|, |0|, |2|
|_café_|, |0|, |5|, |0|, |1|, |6|
|doorways|, |1|, |1|, |0|, |0|, |2|
|enjoying|, |0|, |1|, |0|, |1|, |2|
|bystreet|, |0|, |1|, |0|, |0|, |1|
|seems,"|, |0|, |0|, |1|, |0|, |1|
|this:|, |0|, |0|, |1|, |1|, |2|
|wondered|, |1|, |2|, |1|, |2|, |6|
|introduced|, |3|, |3|, |3|, |3|, |12|
|mean?"|, |0|, |0|, |4|, |4|, |8|
|Hôtel|, |0|, |1|, |0|, |1|, |2|
|not--!|, |0|, |0|, |1|, |0|, |1|
|measure|, |2|, |0|, |1|, |0|, |3|
|cast|, |1|, |2|, |1|, |2|, |6|
|mother,|, |0|, |0|, |1|, |1|, |2|
|seen;|, |0|, |0|, |1|, |1|, |2|
|herself?"|, |0|, |0|, |1|, |1|, |2|
|years|, |11|, |13|, |7|, |6|, |37|
|hour,|, |0|, |0|, |0|, |1|, |1|
|thin|, |2|, |2|, |2|, |2|, |8|
|side.|, |0|, |0|, |1|, |1|, |2|
|softly,|, |0|, |0|, |0|, |6|, |6|
|horses,|, |0|, |0|, |1|, |1|, |2|
|up,|, |0|, |0|, |8|, |3|, |11|
|charity|, |1|, |1|, |0|, |0|, |2|
|protuberant|, |1|, |0|, |1|, |0|, |2|
|feet;|, |0|, |0|, |1|, |0|, |1|
|do|, |43|, |32|, |16|, |11|, |102|
|called|, |4|, |2|, |4|, |2|, |12|
|horizon."|, |0|, |0|, |1|, |1|, |2|
|relative,|, |0|, |0|, |1|, |0|, |1|
|gravity|, |1|, |0|, |0|, |0|, |1|
|threshold|, |3|, |3|, |2|, |2|, |10|
|hesitated|, |1|, |6|, |1|, |5|, |13|
|lap|, |2|, |2|, |0|, |0|, |4|
|hostelry|, |1|, |0|, |1|, |0|, |2|
|grave.|, |0|, |0|, |1|, |2|, |3|
|evidently|, |3|, |4|, |2|, |3|, |12|
|stopped--she|, |0|, |0|, |1|, |0|, |1|
|its|, |5|, |4|, |5|, |4|, |18|
|different."|, |0|, |0|, |1|, |1|, |2|
|prevailed|, |1|, |0|, |1|, |0|, |2|
|makes|, |1|, |1|, |1|, |1|, |4|
|breast|, |1|, |0|, |1|, |0|, |2|
|"Miss|, |0|, |0|, |1|, |1|, |2|
|seriousness.|, |0|, |0|, |1|, |0|, |1|
|(292)|, |0|, |0|, |1|, |0|, |1|
|slowly|, |2|, |2|, |2|, |2|, |8|
|paling,|, |0|, |0|, |1|, |1|, |2|
|news;|, |0|, |0|, |0|, |1|, |1|
|full|, |3|, |1|, |3|, |1|, |8|
|(268)|, |0|, |0|, |1|, |0|, |1|
|soon."|, |0|, |0|, |1|, |1|, |2|
|articles|, |1|, |0|, |1|, |0|, |2|
|room|, |6|, |7|, |2|, |3|, |18|
|movement;|, |0|, |0|, |1|, |1|, |2|
|traveller|, |1|, |1|, |0|, |0|, |2|
|through|, |7|, |6|, |6|, |6|, |25|
|dressed|, |1|, |0|, |1|, |0|, |2|
|boldness|, |1|, |0|, |0|, |0|, |1|
|ended|, |1|, |0|, |1|, |0|, |2|
|"Why|, |0|, |0|, |1|, |1|, |2|
|suppose?"|, |0|, |0|, |0|, |1|, |1|
|missing|, |0|, |1|, |0|, |1|, |2|
|pleaded|, |1|, |0|, |0|, |0|, |1|
|house."|, |0|, |0|, |0|, |1|, |1|
|rare|, |1|, |1|, |0|, |0|, |2|
|curiosity.|, |0|, |0|, |1|, |0|, |1|
|perversity,|, |0|, |0|, |1|, |0|, |1|
|manage|, |2|, |2|, |1|, |1|, |6|
|further|, |2|, |0|, |2|, |0|, |4|
|elegance|, |2|, |1|, |2|, |1|, |6|
|girl;|, |0|, |0|, |0|, |1|, |1|
|suis|, |1|, |0|, |1|, |0|, |2|
|revelation.|, |0|, |0|, |1|, |0|, |1|
|assurance--based|, |0|, |0|, |1|, |0|, |1|
|wall;|, |0|, |0|, |1|, |1|, |2|
|elongation|, |0|, |1|, |0|, |1|, |2|
|red-gabled|, |1|, |1|, |1|, |0|, |3|
|if,|, |0|, |0|, |0|, |1|, |1|
|stretch|, |1|, |0|, |1|, |0|, |2|
|reins|, |1|, |1|, |1|, |1|, |4|
|little--then|, |0|, |0|, |1|, |0|, |1|
|neatness,|, |0|, |0|, |1|, |0|, |1|
|expected,|, |0|, |0|, |0|, |1|, |1|
|bench|, |2|, |3|, |1|, |2|, |8|
|worth|, |2|, |2|, |2|, |2|, |8|
|wife.|, |0|, |0|, |3|, |3|, |6|
|savour|, |1|, |0|, |0|, |0|, |1|
|court.|, |0|, |0|, |1|, |0|, |1|
|"_Voilà!_"|, |0|, |0|, |0|, |1|, |1|
|fitting|, |1|, |1|, |1|, |1|, |4|
|prompt|, |2|, |0|, |1|, |0|, |3|
|parted|, |0|, |2|, |0|, |2|, |4|
|story|, |3|, |3|, |2|, |1|, |9|
|wealth|, |1|, |0|, |1|, |0|, |2|
|me--"|, |0|, |0|, |0|, |1|, |1|
|everywhere|, |1|, |1|, |0|, |0|, |2|
|attentively|, |1|, |1|, |1|, |1|, |4|
|quelle|, |1|, |0|, |1|, |0|, |2|
|memories|, |1|, |1|, |0|, |0|, |2|
|clasped|, |2|, |4|, |2|, |4|, |12|
|"Which|, |0|, |0|, |0|, |1|, |1|
|haste!--paying|, |0|, |0|, |1|, |0|, |1|
|half-bewildered.|, |0|, |0|, |1|, |0|, |1|
|spent|, |3|, |2|, |2|, |2|, |9|
|hours|, |3|, |4|, |3|, |2|, |12|
|transit,|, |0|, |0|, |1|, |1|, |2|
|restrict|, |1|, |0|, |0|, |0|, |1|
|stopped--pressing|, |0|, |0|, |1|, |0|, |1|
|strange-colored|, |0|, |1|, |0|, |1|, |2|
|"Can't|, |0|, |0|, |1|, |0|, |1|
|cafe|, |5|, |0|, |2|, |0|, |7|
|settled|, |1|, |1|, |1|, |1|, |4|
|big|, |1|, |1|, |1|, |1|, |4|
|lived,|, |0|, |0|, |1|, |0|, |1|
|angry|, |0|, |1|, |0|, |1|, |2|
|jocosely|, |0|, |1|, |0|, |0|, |1|
|mute|, |1|, |0|, |1|, |0|, |2|
|harmony|, |1|, |1|, |1|, |1|, |4|
|Verona,|, |0|, |0|, |2|, |0|, |2|
|freshness.|, |0|, |0|, |1|, |0|, |1|
|no,"|, |0|, |0|, |0|, |1|, |1|
|answered;|, |0|, |0|, |0|, |1|, |1|
|Monsieur|, |2|, |1|, |0|, |0|, |3|
|fixedly|, |1|, |1|, |1|, |1|, |4|
|softly|, |3|, |11|, |2|, |3|, |19|
|favor|, |0|, |1|, |0|, |0|, |1|
|do.|, |0|, |0|, |1|, |0|, |1|
|civility.|, |0|, |0|, |1|, |0|, |1|
|concentrated|, |1|, |0|, |1|, |0|, |2|
|jacket.|, |0|, |0|, |0|, |1|, |1|
|back;|, |0|, |0|, |1|, |1|, |2|
|Mr.|, |9|, |8|, |10|, |9|, |36|
|afterwards;|, |0|, |0|, |1|, |1|, |2|
|abundance.|, |0|, |0|, |1|, |1|, |2|
|rejoined.|, |0|, |0|, |0|, |3|, |3|
|quavered|, |2|, |0|, |0|, |0|, |2|
|splendid|, |1|, |0|, |0|, |0|, |1|
|silence,|, |0|, |0|, |0|, |1|, |1|
|wife,|, |0|, |0|, |1|, |1|, |2|
|world;|, |0|, |0|, |1|, |1|, |2|
|should|, |19|, |22|, |18|, |21|, |80|
|antecedent|, |1|, |1|, |1|, |0|, |3|
|Make|, |1|, |1|, |1|, |0|, |3|
|speedily;|, |0|, |0|, |0|, |1|, |1|
|well|, |6|, |3|, |1|, |0|, |10|
|_cousine_|, |2|, |1|, |2|, |1|, |6|
|occupant,|, |0|, |0|, |1|, |1|, |2|
|choose|, |1|, |1|, |1|, |1|, |4|
|"[sic]C'est|, |0|, |0|, |1|, |0|, |1|
|ignorance.|, |0|, |0|, |1|, |0|, |1|
|mine|, |2|, |1|, |0|, |0|, |3|
|rather|, |5|, |1|, |5|, |1|, |12|
|sown|, |1|, |0|, |0|, |0|, |1|
|ship."|, |0|, |0|, |1|, |1|, |2|
|jocosely,|, |0|, |0|, |0|, |1|, |1|
|asserted|, |1|, |0|, |0|, |0|, |1|
|theatres,|, |0|, |0|, |1|, |1|, |2|
|already|, |3|, |3|, |2|, |3|, |11|
|ruefully|, |2|, |0|, |1|, |0|, |3|
|recognition.|, |0|, |0|, |0|, |1|, |1|
|yourself."|, |0|, |0|, |1|, |1|, |2|
|deeply.|, |0|, |0|, |0|, |1|, |1|
|go?"|, |0|, |0|, |1|, |1|, |2|
|done|, |7|, |2|, |4|, |2|, |15|
|fashion."|, |0|, |0|, |1|, |1|, |2|
|"she|, |0|, |0|, |0|, |1|, |1|
|you--you|, |0|, |0|, |1|, |1|, |2|
|imagine|, |3|, |2|, |3|, |2|, |10|
|banker's?"|, |0|, |0|, |1|, |1|, |2|
|thinking|, |1|, |3|, |1|, |3|, |8|
|participation.|, |0|, |0|, |1|, |0|, |1|
|folded|, |1|, |1|, |0|, |0|, |2|
|deprived|, |1|, |0|, |0|, |0|, |1|
|repast,|, |0|, |0|, |0|, |1|, |1|
|that--I|, |0|, |0|, |1|, |0|, |1|
|pupil|, |3|, |3|, |0|, |1|, |7|
|rate|, |4|, |2|, |3|, |1|, |10|
|there--one|, |0|, |0|, |1|, |0|, |1|
|softest|, |0|, |1|, |0|, |1|, |2|
|kind!|, |0|, |0|, |1|, |0|, |1|
|room;|, |0|, |0|, |1|, |1|, |2|
|concerned|, |1|, |0|, |1|, |0|, |2|
|dream."|, |0|, |0|, |1|, |0|, |1|
|morning.|, |0|, |0|, |2|, |2|, |4|
|sorts--"|, |0|, |0|, |1|, |0|, |1|
|paused|, |5|, |5|, |5|, |5|, |20|
|fantastic,|, |0|, |0|, |0|, |1|, |1|
|work,|, |0|, |0|, |0|, |1|, |1|
|bien!"|, |0|, |0|, |1|, |0|, |1|
|romance,"|, |0|, |0|, |1|, |0|, |1|
|suppression|, |0|, |1|, |0|, |1|, |2|
|jog|, |1|, |0|, |1|, |0|, |2|
|birth;|, |0|, |0|, |0|, |1|, |1|
|can|, |6|, |4|, |5|, |3|, |18|
|glance.|, |0|, |0|, |0|, |1|, |1|
|exhibition|, |1|, |0|, |1|, |0|, |2|
|"that's|, |0|, |0|, |1|, |0|, |1|
|now,"|, |0|, |0|, |0|, |2|, |2|
|doors?|, |0|, |0|, |1|, |1|, |2|
|timidly|, |3|, |3|, |1|, |1|, |8|
|HAS|, |1|, |0|, |1|, |0|, |2|
|coarse,|, |0|, |0|, |1|, |1|, |2|
|emerged|, |0|, |1|, |0|, |1|, |2|
|discreet,|, |0|, |0|, |1|, |0|, |1|
|WOULD|, |1|, |0|, |1|, |0|, |2|
|moment--"is|, |0|, |0|, |0|, |1|, |1|
|evening|, |2|, |2|, |1|, |0|, |5|
|awning,|, |0|, |0|, |1|, |1|, |2|
|suddenly|, |2|, |4|, |1|, |1|, |8|
